Campaign,Campaign type,Campaign start date,Campaign end date,Audience segment,Audience segment type,Clicks,Impr.,CTR,TrueView view rate
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Lab Chemical Suppliers,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Laboratory Equipment and Supplies,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Laboratory Information Management Systems,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Research Journals,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",STEM Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Science Experiments,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Science and Scientific Research,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",University Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Banking & Finance,Affinity segment,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education › Business Education,In-market segment,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Business Services › Business Technology,In-market segment,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",College Graduation,Life event,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",College Graduation › Recently Graduated,Life event,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Highest Level of Educational Attainment › Advanced Degree,Detailed demographics,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Current College Students,Detailed demographics,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Business Advice,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Business Growth Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Business Growth Strategies,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Business Strategies,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Digital Strategy Services,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Strategic Planning Tools,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology,Affinity segment,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education,In-market segment,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education,In-market segment,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Disaster and Emergency Planning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Value of College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Highest Level of Educational Attainment › Bachelor's Degree,Detailed demographics,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Agricultural Services for Food Crops,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Agriculture Market News,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Agriculture Technology,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Farm Management Software,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Farming,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Information About Agriculture,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Organic Food Production,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",University Education,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology › Technophiles › Cloud Services Power Users,Affinity segment,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology,Affinity segment,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Employment › Government & Public Sector Jobs,In-market segment,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Government Contract Opportunities,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Research Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",University,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology,Affinity segment,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology › Technophiles,Affinity segment,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Employment › Industry › Education Sector,Detailed demographics,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Robotics,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology,Affinity segment,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology › Technophiles,Affinity segment,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Employment › Industry › Education Sector,Detailed demographics,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Robotics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology,Affinity segment,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",College Graduation › Graduating Soon,Life event,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",College Graduation › Recently Graduated,Life event,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Astronomy and Space Science,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Galaxy Books and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",International Space Station,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",NASA News and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Rockets,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Space Program Launch Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",AI in CMU,Custom segment,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology,Affinity segment,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education › Health Care Education,In-market segment,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education,In-market segment,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Employment › Industry › Healthcare Industry,Detailed demographics,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Central Michigan University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Lifestyles & Hobbies › Business Professionals,Affinity segment,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Employment › Government & Public Sector Jobs,In-market segment,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Business Advice,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Business Guides,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Business Incorporation Information and Resources,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Business Opportunities,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Information Technology,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
