Month,Week,Campaign,Ad state,Ad type,Final URL,Beacon URLs,Headline,Long headline,Long headline 1,Long headline 2,Long headline 3,Long headline 4,Long headline 5,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Description 5,Image ID,Square image ID,Logo ID,Landscape logo ID,Business name,Video,Call to action text,Call to action text 1,Call to action text 2,Call to action text 3,Call to action text 4,Call to action text 5,Call to action headline,Video ID,Companion banner,Accent color,Main color,Allow flexible color,Ad format preference,Promotion text,Price prefix,Enable Asset Enhancements,Enable Autogen Video,Ad name,Display URL,Path 1,Path 2,Mobile final URL,Tracking template,Final URL suffix,Custom parameter,Impr.,Currency code,Avg. CPC,TrueView views,TrueView view rate,Clicks,CTR,Video played to 25%,Video played to 50%,Video played to 75%,Video played to 100%
Dec-23,12/18/2023,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"4,826",USD,1.89,"1,431",29.65%,12,0.25%,57.51%,39.25%,34.43%,32.34%
Dec-23,12/25/2023,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"18,046",USD,6.75,"3,628",20.10%,11,0.06%,46.88%,30.80%,26.90%,25.13%
Jan-24,1/1/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"20,750",USD,6.14,"2,956",14.25%,11,0.05%,30.62%,21.18%,18.56%,17.22%
Jan-24,1/8/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"2,714",USD,8.19,394,14.52%,1,0.04%,29.98%,22.20%,20.30%,18.79%
Jan-24,1/15/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,4,USD,0,1,25.00%,0,0.00%,50.00%,25.00%,25.00%,25.00%
Jan-24,1/22/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,14,USD,0,4,28.57%,0,0.00%,50.00%,41.67%,41.67%,33.33%
Jan-24,1/29/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,5,USD,0,2,40.00%,0,0.00%,66.67%,66.67%,66.67%,66.67%
Jan-24,1/8/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"18,692",USD,2.63,"1,799",9.62%,16,0.09%,34.16%,23.82%,18.98%,15.57%
Jan-24,1/15/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"18,362",USD,4.55,"2,520",13.72%,11,0.06%,45.46%,29.84%,24.63%,20.75%
Jan-24,1/22/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"21,179",USD,3.97,"2,772",13.09%,14,0.07%,43.58%,29.48%,24.29%,20.33%
Jan-24,1/29/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"8,608",USD,4.18,"1,371",15.93%,6,0.07%,50.51%,29.82%,22.75%,19.41%
Feb-24,2/5/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,10,USD,0,0,0.00%,0,0.00%,80.00%,0.00%,0.00%,0.00%
Feb-24,2/19/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,5,USD,0,2,40.00%,0,0.00%,66.67%,66.67%,66.67%,66.67%
Feb-24,1/29/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"10,883",USD,4.72,"1,805",16.59%,7,0.06%,50.19%,31.94%,25.18%,21.65%
Feb-24,2/5/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"19,945",USD,4.44,"3,614",18.12%,13,0.07%,50.96%,34.99%,29.66%,25.78%
Feb-24,2/12/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"18,948",USD,3.05,"2,887",15.24%,19,0.10%,50.64%,31.90%,25.58%,22.21%
Feb-24,2/19/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"18,378",USD,2.78,"3,009",16.37%,21,0.11%,50.85%,31.29%,24.53%,21.32%
Feb-24,2/26/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"10,882",USD,3.04,"1,730",15.90%,11,0.10%,51.92%,30.51%,23.12%,20.03%
Mar-24,3/4/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,4,USD,0,0,0.00%,0,0.00%,25.00%,25.00%,0.00%,0.00%
Mar-24,3/11/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,35,USD,0,8,22.86%,0,0.00%,68.75%,37.50%,31.25%,25.00%
Mar-24,3/18/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,17,USD,0,4,23.53%,0,0.00%,46.67%,26.67%,26.67%,26.67%
Mar-24,3/25/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,42,USD,0,9,21.43%,0,0.00%,55.17%,41.38%,31.03%,31.03%
Mar-24,2/26/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"7,856",USD,1.32,"1,346",17.13%,19,0.24%,53.74%,31.53%,25.24%,21.93%
Mar-24,3/4/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"19,031",USD,2.02,"3,078",16.17%,31,0.16%,54.10%,31.91%,24.34%,20.75%
Mar-24,3/11/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"17,529",USD,3.53,"3,119",17.79%,16,0.09%,56.24%,36.54%,28.92%,24.67%
Mar-24,3/18/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"17,855",USD,2.36,"2,237",12.53%,24,0.13%,56.20%,29.97%,21.64%,17.21%
Mar-24,3/25/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"18,394",USD,2.26,"2,314",12.58%,25,0.14%,45.20%,26.22%,21.47%,18.50%
Apr-24,4/1/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,16,USD,0,4,25.00%,0,0.00%,64.29%,50.00%,28.57%,28.57%
Apr-24,4/8/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,2,USD,0,1,50.00%,0,0.00%,50.00%,50.00%,50.00%,50.00%
Apr-24,4/1/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"19,157",USD,1.71,"2,541",13.26%,35,0.18%,46.31%,24.58%,19.24%,16.47%
Apr-24,4/8/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"18,403",USD,1.89,"2,623",14.25%,32,0.17%,44.28%,24.58%,19.13%,17.03%
Apr-24,4/15/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"18,418",USD,2.76,"2,563",13.92%,22,0.12%,44.79%,26.20%,20.83%,18.51%
Apr-24,4/22/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"19,863",USD,2.89,"2,484",12.51%,21,0.11%,49.59%,28.20%,22.36%,19.78%
Apr-24,4/29/2024,UCM - Anthem Campaign (Awareness) - 12.20.2023 - 7.31.2024,Paused,Responsive video ad,http://cmu.edu,--,--,--,Where What If Becomes What Next,--,--,--,--,CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,CMU challenges the curious & passionate to deliver work that matters.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,117927907299; 117927907302; 117927907305,--,--,--,--,--,--,--,--,--,Ad #1,--,--,--,,--,--,,"5,332",USD,2.3,718,13.47%,8,0.15%,49.46%,25.10%,19.63%,17.10%
Apr-24,4/8/2024,UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024,Enabled,Responsive video ad,https://ai.cmu.edu/episode-2-strengthening-americas-bridges-with-ai?utm_source=youtube&utm_medium=storykit&utm_campaign=bridges&utm_content=eptwo,--,--,--,Strengthening America's Bridges with AI,--,--,--,--,America's Bridges and AI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.33581E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,bridges,,--,--,,"145,945",USD,0.21,"1,198",0.82%,"1,015",0.70%,61.05%,39.73%,32.41%,28.71%
Apr-24,4/15/2024,UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024,Enabled,Responsive video ad,https://ai.cmu.edu/episode-2-strengthening-americas-bridges-with-ai?utm_source=youtube&utm_medium=storykit&utm_campaign=bridges&utm_content=eptwo,--,--,--,Strengthening America's Bridges with AI,--,--,--,--,America's Bridges and AI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.33581E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,bridges,,--,--,,"75,555",USD,0.63,"2,701",3.57%,660,0.87%,45.50%,24.69%,18.11%,15.17%
Apr-24,4/22/2024,UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024,Enabled,Responsive video ad,https://ai.cmu.edu/episode-2-strengthening-americas-bridges-with-ai?utm_source=youtube&utm_medium=storykit&utm_campaign=bridges&utm_content=eptwo,--,--,--,Strengthening America's Bridges with AI,--,--,--,--,America's Bridges and AI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.33581E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,bridges,,--,--,,"52,740",USD,0.49,"4,099",7.77%,862,1.63%,52.21%,25.76%,18.86%,15.58%
Apr-24,4/29/2024,UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024,Enabled,Responsive video ad,https://ai.cmu.edu/episode-2-strengthening-americas-bridges-with-ai?utm_source=youtube&utm_medium=storykit&utm_campaign=bridges&utm_content=eptwo,--,--,--,Strengthening America's Bridges with AI,--,--,--,--,America's Bridges and AI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.33581E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,bridges,,--,--,,"27,918",USD,0.51,539,1.93%,252,0.90%,58.58%,33.33%,26.02%,21.94%
Apr-24,4/8/2024,UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024,Enabled,Responsive video ad,https://ai.cmu.edu/episode-2-strengthening-americas-bridges-with-ai?utm_source=youtube&utm_medium=storykit&utm_campaign=bridges&utm_term=subscribers&utm_content=eptwo,--,--,--,Strengthening America's Bridges with AI,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.33581E+11,--,--,--,--,--,--,--,--,--,Ad #2,--,podcast,bridges,,--,--,,"105,155",USD,0.16,96,0.09%,"1,456",1.38%,15.20%,9.60%,5.00%,3.30%
