Month,Week,Campaign,Ad state,Ad type,Final URL,Beacon URLs,Headline,Long headline,Long headline 1,Long headline 2,Long headline 3,Long headline 4,Long headline 5,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Description 5,Image ID,Square image ID,Logo ID,Landscape logo ID,Business name,Video,Call to action text,Call to action text 1,Call to action text 2,Call to action text 3,Call to action text 4,Call to action text 5,Call to action headline,Video ID,Companion banner,Accent color,Main color,Allow flexible color,Ad format preference,Promotion text,Price prefix,Enable Asset Enhancements,Enable Autogen Video,Ad name,Display URL,Path 1,Path 2,Mobile final URL,Tracking template,Final URL suffix,Custom parameter,Impr.,Currency code,Avg. CPC,TrueView views,TrueView view rate,Clicks,CTR,Video played to 25%,Video played to 50%,Video played to 75%,Video played to 100%
Aug-24,8/26/2024,UCM - DOT Conference (Display) - 8.15-8.30,Enabled,Responsive display ad,https://www.cmu.edu/news/stories/archives/2024/january/secretary-of-transportation-buttigieg-emphasizes-safety-during-cmu-visit?utm_source=gdn&utm_medium=display&utm_campaign=dot,--,--,Buttigieg Discusses AI and Safety in Transportation at Carnegie Mellon University.,--,--,--,--,--,Buttigieg: Safety at CMU Q&A,--,CMU Q&A: Buttigieg on Safety,--,Carnegie Mellon University,--,Buttigieg Talks Safety at CMU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"Buttigieg Shares Vision on Transportation Safety, AI, and Equity with Students",--,"Buttigieg on Safety, AI, and Equity: Insights from His CMU Visit and Q&A with Students",--,Secretary of Transportation Buttigieg Emphasizes Safety during CMU,--,Transportation Safety and AI: Buttigieg Engages with CMU Students During Pittsburgh Visit,--,--,162642755050; 162643711247; 162643660046; 162646236782,158276050427; 162642751570; 162643694816,51908927112,--,Carnegie Mellon,--,--,--,--,--,--,--,--,--,--,--,--,TRUE,All formats,--,--,TRUE,TRUE,--,--,--,--,,--,--,,"388,831",USD,3.33,0,0,286,0.07%,79.57%,65.37%,54.45%,40.74%
Aug-24,8/26/2024,UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-11-ai-care-part-1-robots-and-ai-transforming-healthcare?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep11,--,--,--,Where What If Becomes What's Next,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.65659E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,healthcare,,--,--,,"162,785",USD,0.09,"13,727",8.43%,"3,665",2.25%,47.42%,30.48%,24.71%,20.86%
Sep-24,8/26/2024,UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-10-driven-whats-next-for-autonomous-vehicles?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep10,--,--,--,Where What If Becomes What's Next,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.54815E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,ai,podcast,,--,--,,"15,971",USD,0.07,"3,019",18.90%,890,5.57%,54.96%,26.26%,19.92%,16.25%
Sep-24,9/2/2024,UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-10-driven-whats-next-for-autonomous-vehicles?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep10,--,--,--,Where What If Becomes What's Next,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.54815E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,ai,podcast,,--,--,,"12,711",USD,0.08,"2,247",17.68%,879,6.92%,56.79%,30.48%,23.68%,19.13%
Sep-24,8/26/2024,UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-11-ai-care-part-1-robots-and-ai-transforming-healthcare?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep11,--,--,--,Where What If Becomes What's Next,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.65659E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,healthcare,,--,--,,"18,445",USD,0.09,"1,952",10.58%,718,3.89%,44.33%,27.42%,22.69%,18.91%
Sep-24,9/2/2024,UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-11-ai-care-part-1-robots-and-ai-transforming-healthcare?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep11,--,--,--,Where What If Becomes What's Next,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.65659E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,healthcare,,--,--,,"193,857",USD,0.09,"14,069",7.26%,"4,880",2.52%,53.86%,35.97%,30.40%,26.19%
Sep-24,9/9/2024,UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-11-ai-care-part-1-robots-and-ai-transforming-healthcare?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep11,--,--,--,Where What If Becomes What's Next,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.65659E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,healthcare,,--,--,,"153,431",USD,0.09,"9,266",6.04%,"5,058",3.30%,53.16%,34.16%,27.38%,20.67%
Sep-24,9/16/2024,UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-11-ai-care-part-1-robots-and-ai-transforming-healthcare?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep11,--,--,--,Where What If Becomes What's Next,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.65659E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,healthcare,,--,--,,"176,660",USD,0.09,"5,972",3.38%,"4,981",2.82%,14.89%,9.34%,7.07%,5.13%
Sep-24,9/23/2024,UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-11-ai-care-part-1-robots-and-ai-transforming-healthcare?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep11,--,--,--,Where What If Becomes What's Next,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.65659E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,healthcare,,--,--,,"62,295",USD,0.09,"3,941",6.33%,"2,843",4.56%,37.72%,26.23%,20.67%,14.50%
Sep-24,9/16/2024,UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-12-ai-care-part-2-companion-robots-help-the-elderly-feel-less-lonely?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep12,--,--,--,AI Care Part 2: Companion Robots Help the Elderly Feel Less Lonely,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.71553E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,healthcare2,,--,--,,"134,861",USD,0.1,"11,631",8.62%,"3,782",2.80%,25.26%,14.62%,11.68%,9.71%
Sep-24,9/23/2024,UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-12-ai-care-part-2-companion-robots-help-the-elderly-feel-less-lonely?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep12,--,--,--,AI Care Part 2: Companion Robots Help the Elderly Feel Less Lonely,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.71553E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,healthcare2,,--,--,,"104,972",USD,0.08,"20,574",19.60%,"5,730",5.46%,56.55%,24.10%,17.88%,14.70%
Sep-24,9/30/2024,UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-12-ai-care-part-2-companion-robots-help-the-elderly-feel-less-lonely?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep12,--,--,--,AI Care Part 2: Companion Robots Help the Elderly Feel Less Lonely,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.71553E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,healthcare2,,--,--,,"15,426",USD,0.08,"3,095",20.06%,819,5.31%,60.85%,25.25%,18.68%,15.54%
Sep-24,9/16/2024,UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-13-paleobionics-dinosaurs-are-back?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep13,--,--,--,Where What If Becomes What's Next,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.71589E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,--,,--,--,,"98,280",USD,0.11,"9,530",9.70%,"3,596",3.66%,55.52%,26.27%,19.72%,15.84%
Sep-24,9/23/2024,UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-13-paleobionics-dinosaurs-are-back?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep13,--,--,--,Where What If Becomes What's Next,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.71589E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,--,,--,--,,"155,784",USD,0.08,"14,472",9.29%,"5,363",3.44%,35.84%,15.22%,11.32%,9.05%
Sep-24,9/30/2024,UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-13-paleobionics-dinosaurs-are-back?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep13,--,--,--,Where What If Becomes What's Next,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.71589E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,--,,--,--,,"16,284",USD,0.07,"1,837",11.28%,887,5.45%,58.23%,22.86%,16.29%,11.66%
Oct-24,9/30/2024,UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-12-ai-care-part-2-companion-robots-help-the-elderly-feel-less-lonely?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep12,--,--,--,AI Care Part 2: Companion Robots Help the Elderly Feel Less Lonely,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.71553E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,healthcare2,,--,--,,"113,236",USD,0.08,"15,156",13.38%,"5,010",4.42%,45.02%,16.93%,12.26%,9.90%
Oct-24,10/7/2024,UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-12-ai-care-part-2-companion-robots-help-the-elderly-feel-less-lonely?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep12,--,--,--,AI Care Part 2: Companion Robots Help the Elderly Feel Less Lonely,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.71553E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,healthcare2,,--,--,,"104,549",USD,0.07,"20,663",19.76%,"6,122",5.86%,64.80%,24.78%,18.12%,14.68%
Oct-24,10/14/2024,UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-12-ai-care-part-2-companion-robots-help-the-elderly-feel-less-lonely?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep12,--,--,--,AI Care Part 2: Companion Robots Help the Elderly Feel Less Lonely,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.71553E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,healthcare2,,--,--,,"62,418",USD,0.08,"12,315",19.73%,"3,501",5.61%,63.03%,24.80%,18.11%,14.70%
Oct-24,9/30/2024,UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-13-paleobionics-dinosaurs-are-back?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep13,--,--,--,Where What If Becomes What's Next,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.71589E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,--,,--,--,,"104,772",USD,0.07,"13,680",13.06%,"5,113",4.88%,54.66%,20.28%,14.52%,11.32%
Oct-24,10/7/2024,UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-13-paleobionics-dinosaurs-are-back?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep13,--,--,--,Where What If Becomes What's Next,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.71589E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,--,,--,--,,"125,650",USD,0.07,"15,532",12.36%,"6,442",5.13%,60.48%,19.35%,13.01%,10.02%
Oct-24,10/14/2024,UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-13-paleobionics-dinosaurs-are-back?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep13,--,--,--,Where What If Becomes What's Next,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.71589E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,--,,--,--,,"106,886",USD,0.08,"9,390",8.79%,"3,225",3.02%,52.40%,17.84%,12.19%,9.40%
Oct-24,9/30/2024,UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-14-mind-to-machine-part-1-a-brief-history-of-ai?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep14,--,--,--,Episode 14: Mind to Machine Part 1: A Brief History of AI - Podcast,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.75555E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,birthplace,,--,--,,"27,173",USD,0.14,"5,073",18.67%,"1,304",4.80%,54.61%,37.06%,28.31%,21.43%
Oct-24,10/7/2024,UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-14-mind-to-machine-part-1-a-brief-history-of-ai?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep14,--,--,--,Episode 14: Mind to Machine Part 1: A Brief History of AI - Podcast,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.75555E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,birthplace,,--,--,,"102,589",USD,0.08,"17,628",17.18%,"5,765",5.62%,40.87%,21.49%,15.74%,12.53%
Oct-24,10/14/2024,UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-14-mind-to-machine-part-1-a-brief-history-of-ai?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep14,--,--,--,Episode 14: Mind to Machine Part 1: A Brief History of AI - Podcast,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.75555E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,birthplace,,--,--,,"99,676",USD,0.07,"20,598",20.66%,"5,992",6.01%,48.18%,25.11%,18.68%,15.24%
Oct-24,10/21/2024,UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-14-mind-to-machine-part-1-a-brief-history-of-ai?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep14,--,--,--,Episode 14: Mind to Machine Part 1: A Brief History of AI - Podcast,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.75555E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,birthplace,,--,--,,"89,767",USD,0.07,"19,323",21.53%,"5,839",6.50%,49.08%,25.86%,18.96%,15.30%
Oct-24,10/28/2024,UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4,Enabled,Responsive video ad,https://ai.cmu.edu/podcast/all-episodes/episode-14-mind-to-machine-part-1-a-brief-history-of-ai?utm_source=gdn&utm_medium=storykit&utm_campaign=podcast&utm_content=ep14,--,--,--,Episode 14: Mind to Machine Part 1: A Brief History of AI - Podcast,--,--,--,--,Carnegie Mellon University,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Listen to the Where What If Becomes What's Next Podcast Episode 14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,--,--,--,--,--,1.75555E+11,--,--,--,--,--,--,--,--,--,Ad #1,--,podcast,birthplace,,--,--,,"21,610",USD,0.08,"4,448",20.58%,"1,391",6.44%,47.36%,23.48%,17.27%,14.30%
Oct-24,10/7/2024,UCM - AI Horizon Campaign Video - 10.12-10.16,Enabled,Responsive video ad,https://ai.cmu.edu/?utm_source=gdn&utm_medium=video&utm_campaign=aihorizons,--,--,--,Where What If Becomes What's Next,Artificial Intelligence - AI at CMU - Carnegie Mellon University,--,--,--,Carnegie Mellon University,--,CMU & AI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Carnegie Mellon University’s Artificial Intelligence program has been ranked No,--,"CMU AI Unites Students, Faculty and Staff from All Areas of the University",--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,Watch now,--,--,--,--,117927907299; 117927907305; 176263479127; 176260637709; 142048236945,--,--,--,--,--,--,--,--,--,Ad #1,--,aihorizons,--,,--,--,,"384,472",USD,0.32,"13,001",3.38%,"8,176",2.13%,48.64%,28.98%,21.67%,17.59%
Oct-24,10/14/2024,UCM - AI Horizon Campaign Video - 10.12-10.16,Enabled,Responsive video ad,https://ai.cmu.edu/?utm_source=gdn&utm_medium=video&utm_campaign=aihorizons,--,--,--,Where What If Becomes What's Next,Artificial Intelligence - AI at CMU - Carnegie Mellon University,--,--,--,Carnegie Mellon University,--,CMU & AI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Carnegie Mellon University’s Artificial Intelligence program has been ranked No,--,"CMU AI Unites Students, Faculty and Staff from All Areas of the University",--,--,--,--,--,--,--,--,--,--,--,--,--,Learn more,Watch now,--,--,--,--,117927907299; 117927907305; 176263479127; 176260637709; 142048236945,--,--,--,--,--,--,--,--,--,Ad #1,--,aihorizons,--,,--,--,,"726,936",USD,0.29,"10,882",1.50%,"14,605",2.01%,39.05%,22.37%,16.21%,12.84%
Oct-24,10/7/2024,UCM - AI Horizons Campaign -Display - 10.12-10.16,Enabled,Responsive display ad,https://ai.cmu.edu/?utm_source=gdn&utm_medium=display&utm_campaign=aihorizons,--,--,The Science of Learning and AI in our Classrooms,--,--,--,--,--,AI at CMU,--,Artificial Intelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"CMU AI Unites Students, Faculty and Staff from All Areas of the University",--,Artificial Intelligence - AI at CMU - Carnegie Mellon University,--,--,--,--,--,--,176257859528; 176283839994; 176287588261,176277113121; 176283342141; 176283842214; 176287514812; 176287514815; 176287514818,51908927112,--,Carnegie Mellon,--,--,--,--,--,--,--,--,--,--,--,--,TRUE,All formats,--,--,TRUE,TRUE,--,--,--,--,,--,--,,"32,786",USD,3.72,0,0,328,1.00%,64.10%,48.72%,44.44%,40.17%
Oct-24,10/14/2024,UCM - AI Horizons Campaign -Display - 10.12-10.16,Enabled,Responsive display ad,https://ai.cmu.edu/?utm_source=gdn&utm_medium=display&utm_campaign=aihorizons,--,--,The Science of Learning and AI in our Classrooms,--,--,--,--,--,AI at CMU,--,Artificial Intelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"CMU AI Unites Students, Faculty and Staff from All Areas of the University",--,Artificial Intelligence - AI at CMU - Carnegie Mellon University,--,--,--,--,--,--,176257859528; 176283839994; 176287588261,176277113121; 176283342141; 176283842214; 176287514812; 176287514815; 176287514818,51908927112,--,Carnegie Mellon,--,--,--,--,--,--,--,--,--,--,--,--,TRUE,All formats,--,--,TRUE,TRUE,--,--,--,--,,--,--,,"86,075",USD,3.84,0,0,454,0.53%,46.23%,33.05%,25.94%,22.38%
