Start Date (in UTC),Account Name,Currency,Campaign Group ID,Campaign Group Name,Campaign Group Status,Campaign Group Start Date,Campaign Group End Date,Campaign ID,Campaign Name,Campaign Objective,Campaign Type,Campaign Status,Cost Type,Campaign Start Date,Campaign End Date,Creative Name,Ad ID,Creative Status,Ad Introduction Text,Ad Headline,Ad Line,Click URL,Sponsored Update Type,DSC Name,Video Length (in Seconds),Carousel Card,Impressions,Clicks,Click Through Rate,Average CPM,Average CPC,Card Impressions,Card Clicks,Card Click Through Rate,Reactions,Comments,Shares,Follows,Other Clicks,Total Social Actions,Total Engagements,Engagement Rate,Viral Impressions,Viral Clicks,Viral Reactions,Viral Comments,Viral Shares,Viral Follows,Viral Other Clicks,Conversions,Post-Click Conversions,View-Through Conversions,Conversion Rate,Cost per Conversion,Total Conversion Value,Return on Ad Spend,Viral Conversions,Viral Post-Click Conversions,Viral View-Through Conversions,Leads,Lead Forms Opened,Lead Form Completion Rate,Cost per Lead,Video Plays,Video Views,Video View Rate,Video Views at 25%,Video Views at 50%,Video Views at 75%,Video Completions,Video Completion Rate,Total Video Watch Time (in Seconds),Average Video Watch Time (in Seconds),Full Screen Plays,eCPV,Viral Video Plays,Viral Video Views,Viral Video Views at 25%,Viral Video Views at 50%,Viral Video Views at 75%,Viral Video Completions,Viral Video Completion Rate,Viral Video Full Screen Plays,Event Registrations,Click Event Registrations,View Event Registrations,Viral Event Registrations,Viral Click Event Registrations,Viral View Event Registrations,Clicks to Landing Page,Clicks to LinkedIn Page,Leads (Work Email),Lead Form Completion Rate (Work Email),Cost Per Lead (Work Email),Member Follows,Clicks to Member Profile,Qualified Leads,Cost Per Qualified Lead,Average Dwell Time (in Seconds),Subscriptions,Viral Subscriptions
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Samantha - Film & Visual Media,1070706424,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Samantha - Film & Visual Media,,1,,,,,,6307,9,0.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Samantha - Film & Visual Media,1070706424,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Samantha - Film & Visual Media,,2,,,,,,954,6,0.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Samantha - Film & Visual Media,1070706424,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Samantha - Film & Visual Media,,3,,,,,,108,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Samantha - Film & Visual Media,1070706424,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Samantha - Film & Visual Media,,4,,,,,,66,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Samantha - Film & Visual Media,1070706424,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Samantha - Film & Visual Media,,5,,,,,,45,2,4.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Samantha - Film & Visual Media,1070706424,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Samantha - Film & Visual Media,,,2222,12,0.54%,34.11,6.32,2606,7,0.27%,1,0,0,0,16,17,35,1.58%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,12,6,0,0%,0,0,0,0,0,2.486861162,0,0
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Samantha - Film & Visual Media,1070706424,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Samantha - Film & Visual Media,,1,,,,,,2274,3,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Samantha - Film & Visual Media,1070706424,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Samantha - Film & Visual Media,,2,,,,,,248,4,1.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Samantha - Film & Visual Media,1070706424,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Samantha - Film & Visual Media,,3,,,,,,37,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Samantha - Film & Visual Media,1070706424,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Samantha - Film & Visual Media,,4,,,,,,30,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Samantha - Film & Visual Media,1070706424,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Samantha - Film & Visual Media,,5,,,,,,17,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458257404,DIE - LinkedIn Video - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Square 1x1,1070706634,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.","Dreamers & Doers, Welcome",,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Square 1x1_2,15,,1339,27,2.02%,44.95,2.23,,,,0,0,0,0,0,0,27,2.02%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,1185,401,29.95%,977,881,760,710,53.03%,0,0,2,0.15,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,27,0,0,0%,0,0,0,0,0,13.08852548,0,0
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458257404,DIE - LinkedIn Video - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Square 1x1,1070706634,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.","Dreamers & Doers, Welcome",,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Square 1x1_2,15,,455,16,3.52%,29.24,0.83,,,,0,0,0,0,0,0,16,3.52%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,355,172,37.80%,309,260,225,180,39.56%,0,0,0,0.08,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,16,0,0,0%,0,0,0,0,0,12.0335431,0,0
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458257404,DIE - LinkedIn Video - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Square 1x1,1070806824,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.","Dreamers & Doers, Welcome",,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Square 1x1_4,15,,1549,26,1.68%,37.35,2.22,,,,0,0,0,0,0,0,26,1.68%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,1420,479,30.92%,1223,1113,949,880,56.81%,0,0,2,0.12,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,26,0,0,0%,0,0,0,0,0,14.32468766,0,0
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458257404,DIE - LinkedIn Video - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Square 1x1,1070806824,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.","Dreamers & Doers, Welcome",,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Square 1x1_4,15,,1020,40,3.92%,56.35,1.44,,,,0,0,0,0,0,0,40,3.92%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,934,395,38.73%,810,702,600,375,36.77%,0,0,1,0.15,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,40,0,0,0%,0,0,0,0,0,12.11141485,0,0
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458257404,DIE - LinkedIn Video - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Vertical 9x16,1071105314,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.","Dreamers & Doers, Welcome",,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Vertical 9x16_4,15,,1867,36,1.93%,39.07,2.03,,,,0,0,0,0,0,0,36,1.93%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,1676,318,17.03%,1453,1308,1003,879,47.08%,0,0,3,0.23,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,36,0,0,0%,0,0,0,0,0,10.86916444,0,0
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458257404,DIE - LinkedIn Video - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Vertical 9x16,1071105314,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.","Dreamers & Doers, Welcome",,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Vertical 9x16_4,15,,529,16,3.03%,52.7,1.74,,,,0,0,0,0,0,0,16,3.03%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,435,269,50.85%,345,285,224,176,33.27%,0,0,0,0.1,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,16,0,0,0%,0,0,0,0,0,10.64040244,0,0
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458257404,DIE - LinkedIn Video - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Horizontal 16x9,1071205154,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.","Dreamers & Doers, Welcome",,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Horizontal 16x9_5,15,,1507,32,2.12%,36.36,1.71,,,,0,0,0,0,0,0,32,2.12%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,1259,253,16.79%,1130,1058,812,719,47.71%,0,0,1,0.22,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,32,0,0,0%,0,0,0,0,0,11.9101875,0,0
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458257404,DIE - LinkedIn Video - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,Horizontal 16x9,1071205154,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.","Dreamers & Doers, Welcome",,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,Horizontal 16x9_5,15,,511,15,2.94%,34.05,1.16,,,,0,0,0,0,0,0,15,2.94%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,441,226,44.23%,374,317,280,197,38.55%,0,0,2,0.08,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,15,0,0,0%,0,0,0,0,0,12.3761465,0,0
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,"Mateo - Ethics, History & Public Policy",1071306044,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,"Mateo - Ethics, History & Public Policy",,,4199,26,0.62%,58.39,9.43,5385,13,0.24%,5,0,0,0,24,29,59,1.41%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,26,4,0,0%,0,0,0,0,0,3.715021343,0,0
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,"Mateo - Ethics, History & Public Policy",1071306044,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,"Mateo - Ethics, History & Public Policy",,1,,,,,,4381,7,0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,"Mateo - Ethics, History & Public Policy",1071306044,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,"Mateo - Ethics, History & Public Policy",,2,,,,,,789,4,0.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,"Mateo - Ethics, History & Public Policy",1071306044,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,"Mateo - Ethics, History & Public Policy",,3,,,,,,85,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,"Mateo - Ethics, History & Public Policy",1071306044,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,"Mateo - Ethics, History & Public Policy",,4,,,,,,70,1,1.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
12/1/25,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,"Mateo - Ethics, History & Public Policy",1071306044,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,"Mateo - Ethics, History & Public Policy",,5,,,,,,60,1,1.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,"Mateo - Ethics, History & Public Policy",1071306044,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,"Mateo - Ethics, History & Public Policy",,,4561,23,0.50%,32.38,6.42,5787,13,0.23%,5,0,0,0,21,26,57,1.25%,1,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,23,8,0,0%,0,0,0,0,0,3.345634416,0,0
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,"Mateo - Ethics, History & Public Policy",1071306044,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,"Mateo - Ethics, History & Public Policy",,1,,,,,,4711,5,0.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,"Mateo - Ethics, History & Public Policy",1071306044,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,"Mateo - Ethics, History & Public Policy",,2,,,,,,786,5,0.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,"Mateo - Ethics, History & Public Policy",1071306044,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,"Mateo - Ethics, History & Public Policy",,3,,,,,,123,1,0.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,"Mateo - Ethics, History & Public Policy",1071306044,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,"Mateo - Ethics, History & Public Policy",,4,,,,,,94,2,2.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
1/1/26,Carnegie Mellon University,USD,810435744,DIE - Linkedin - 12.11.2025 - 1.5.2025,Active,12/11/25,1/15/26,458406144,DIE - LinkedIn Carousel - December/January,Website visits,Sponsored Update,Completed,CPM,12/11/25,1/15/26,"Mateo - Ethics, History & Public Policy",1071306044,Active,"The world needs more people who want to do good. People who strive to find interdisciplinary solutions to real-world challenges. At Dietrich College, we start where humanity and technology meet.",,,https://www.cmu.edu/dietrich/students/prospective/undergraduate/index.html?utm_source=linkedin&utm_medium=social&utm_campaign=dietrich,DSC,"Mateo - Ethics, History & Public Policy",,5,,,,,,73,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,,,,,
