Start Date (in UTC),Account Name,Currency,Campaign Group ID,Campaign Group Name,Campaign Group Status,Campaign Group Start Date,Campaign Group End Date,Campaign ID,Campaign Name,Campaign Objective,Campaign Type,Campaign Status,Cost Type,Campaign Start Date,Campaign End Date,Creative Name,Ad ID,Creative Status,Ad Introduction Text,Ad Headline,Ad Line,Click URL,Sponsored Update Type,DSC Name,Video Length (in Seconds),Carousel Card,Impressions,Clicks,Click Through Rate,Average CPM,Average CPC,Card Impressions,Card Clicks,Card Click Through Rate,Reactions,Comments,Shares,Follows,Other Clicks,Total Social Actions,Total Engagements,Engagement Rate,Viral Impressions,Viral Clicks,Viral Reactions,Viral Comments,Viral Shares,Viral Follows,Viral Other Clicks,Conversions,Post-Click Conversions,View-Through Conversions,Conversion Rate,Cost per Conversion,Total Conversion Value,Return on Ad Spend,Viral Conversions,Viral Post-Click Conversions,Viral View-Through Conversions,Leads,Lead Forms Opened,Lead Form Completion Rate,Cost per Lead,Video Plays,Video Views,Video View Rate,Video Views at 25%,Video Views at 50%,Video Views at 75%,Video Completions,Video Completion Rate,Total Video Watch Time (in Seconds),Average Video Watch Time (in Seconds),Full Screen Plays,eCPV,Viral Video Plays,Viral Video Views,Viral Video Views at 25%,Viral Video Views at 50%,Viral Video Views at 75%,Viral Video Completions,Viral Video Completion Rate,Viral Video Full Screen Plays,Event Registrations,Click Event Registrations,View Event Registrations,Viral Event Registrations,Viral Click Event Registrations,Viral View Event Registrations,Clicks to Landing Page,Clicks to LinkedIn Page,Leads (Work Email),Lead Form Completion Rate (Work Email),Cost Per Lead (Work Email),Member Follows,Clicks to Member Profile,Qualified Leads,Cost Per Qualified Lead,Average Dwell Time (in Seconds),Subscriptions,Viral Subscriptions
3/1/25,Carnegie Mellon University,USD,736130474,UCM - SXSW - 3.7-3.15,Paused,3/7/25,3/13/25,362843614,Anthem Video,Brand awareness,Sponsored Update,Completed,CPM,3/7/25,3/13/25,Anthem 1x1,601873164,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 1x1,30,,26838,27,0.10%,11.57,11.5,,,,0,0,0,0,0,0,27,0.10%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,26805,16122,60.07%,16022,13062,10679,7884,29.38%,0,0,5,0.02,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,26,0,0,0%,0,0,0,0,0,19.18047028,0,0
3/1/25,Carnegie Mellon University,USD,736130474,UCM - SXSW - 3.7-3.15,Paused,3/7/25,3/13/25,362843614,Anthem Video,Brand awareness,Sponsored Update,Completed,CPM,3/7/25,3/13/25,Anthem 16x9,601893154,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 16x9,30,,95103,95,0.10%,12.36,12.38,,,,0,0,0,0,0,0,95,0.10%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,91709,55126,57.97%,55466,45072,36690,27061,28.45%,0,0,4,0.02,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,95,0,0,0%,0,0,0,0,0,19.74087588,0,0
3/1/25,Carnegie Mellon University,USD,736130474,UCM - SXSW - 3.7-3.15,Paused,3/7/25,3/13/25,362833694,Student Spotlight Video,Brand awareness,Sponsored Update,Completed,CPM,3/7/25,3/13/25,Student Spotlight - Sarah 9x16,601893844,Active,,Where What If Becomes What's Next,,http://cmu.edu/?utm_source=linkedin&utm_medium=video&utm_campaign=sxsw,DSC,Student Spotlight - Sarah 9x16,30,,65833,68,0.10%,13.86,13.42,,,,0,0,0,0,1,1,68,0.10%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,65358,38354,58.26%,37288,30326,24773,17763,26.98%,0,0,4,0.02,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,66,1,0,0%,0,0,0,0,0,19.93488205,0,0
3/1/25,Carnegie Mellon University,USD,736130474,UCM - SXSW - 3.7-3.15,Paused,3/7/25,3/13/25,362833694,Student Spotlight Video,Brand awareness,Sponsored Update,Completed,CPM,3/7/25,3/13/25,Student Spotlight - Sarah 16x9,601912304,Active,,Where What If Becomes What's Next,,http://cmu.edu/?utm_source=linkedin&utm_medium=video&utm_campaign=sxsw,DSC,Student Spotlight - Sarah 16x9,30,,16641,14,0.08%,12.52,14.88,,,,0,0,0,0,0,0,14,0.08%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,17114,10095,60.66%,10547,8712,7301,5544,33.32%,0,0,6,0.02,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,13,0,0,0%,0,0,0,0,0,16.49915342,0,0
3/1/25,Carnegie Mellon University,USD,736130474,UCM - SXSW - 3.7-3.15,Paused,3/7/25,3/13/25,362833694,Student Spotlight Video,Brand awareness,Sponsored Update,Completed,CPM,3/7/25,3/13/25,Student Spotlight - Colin 16x9,601921274,Active,,Where What If Becomes What's Next,,http://cmu.edu/?utm_source=linkedin&utm_medium=video&utm_campaign=sxsw,DSC,Student Spotlight - Colin 16x9,30,,22720,24,0.11%,12.31,11.66,,,,0,0,0,0,4,4,27,0.12%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,22699,13410,59.02%,12586,10136,8187,5825,25.64%,0,0,3,0.02,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,23,0,0,0%,0,0,0,0,0,17.40970469,0,0
3/1/25,Carnegie Mellon University,USD,736130474,UCM - SXSW - 3.7-3.15,Paused,3/7/25,3/13/25,362833694,Student Spotlight Video,Brand awareness,Sponsored Update,Completed,CPM,3/7/25,3/13/25,Student Spotlight - Colin 9x16,601931264,Active,,Where What If Becomes What's Next,,http://cmu.edu/?utm_source=linkedin&utm_medium=video&utm_campaign=sxsw,DSC,Student Spotlight - Colin 9x16,30,,166854,176,0.11%,12.01,11.38,,,,0,0,0,0,1,1,176,0.11%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,161445,93912,56.28%,95526,77942,63818,46705,27.99%,0,0,11,0.02,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,174,0,0,0%,0,0,0,0,0,20.37119871,0,0
3/1/25,Carnegie Mellon University,USD,736775654,UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Paused,3/18/25,3/22/25,366566274,NVIDIA Conference,Brand awareness,Sponsored Update,Completed,CPM,3/18/25,3/22/25,Ramayya Krishnan,623818264,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,546886,507,0.09%,11.6,12.51,,,,2,0,0,0,23,25,509,0.09%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,553931,254725,46.58%,291035,242664,207565,166974,30.53%,0,0,66,0.02,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,474,5,0,0%,0,0,0,0,0,19.45174381,0,0
3/1/25,Carnegie Mellon University,USD,736775654,UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Paused,3/18/25,3/22/25,366566274,NVIDIA Conference,Brand awareness,Sponsored Update,Completed,CPM,3/18/25,3/22/25,Rayid Ghani 30 sec,623840594,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/news/stories/archives/2024/october/cmu-and-nvidia-to-lead-joint-research-center-for-robotics-autonomy-ai?utm_source=linkedin&utm_medium=video&utm_campaign=nvidia,DSC,Rayid Ghani 30 sec,30,,158372,147,0.09%,10.34,11.14,,,,4,0,0,0,18,22,150,0.10%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,161333,79073,49.93%,88140,73035,61964,48462,30.60%,0,0,18,0.02,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,122,2,0,0%,0,0,0,0,0,15.98068796,0,0
7/1/25,Carnegie Mellon University,USD,736775654,UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Paused,3/18/25,3/22/25,366566274,NVIDIA Conference,Brand awareness,Sponsored Update,Completed,CPM,3/18/25,3/22/25,Rayid Ghani 30 sec,623840594,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/news/stories/archives/2024/october/cmu-and-nvidia-to-lead-joint-research-center-for-robotics-autonomy-ai?utm_source=linkedin&utm_medium=video&utm_campaign=nvidia,DSC,Rayid Ghani 30 sec,30,,0,0,0%,0,0,,,,0,0,0,0,0,0,0,0%,1,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0,0%,0,0,0,0,1,1,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0
7/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15sec 16x9,728811293,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15sec 16x9,15,,62980,33,0.05%,5.88,11.21,,,,0,0,0,0,0,0,33,0.05%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,57146,28476,45.21%,37977,33374,30391,27472,43.62%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,33,0,0,0%,0,0,0,0,0,9.489954185,0,0
8/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15sec 16x9,728811293,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15sec 16x9,15,,36357,20,0.06%,5.86,10.65,,,,0,0,0,0,0,0,20,0.06%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,33507,17181,47.26%,22332,19109,17082,15313,42.12%,0,0,1,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,20,0,0,0%,0,0,0,0,0,9.827697614,0,0
9/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15sec 16x9,728811293,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15sec 16x9,15,,89740,43,0.05%,4.29,8.96,,,,0,0,0,0,0,0,43,0.05%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,90359,43140,48.07%,60376,50698,44504,40228,44.83%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,43,0,0,0%,0,0,0,0,0,10.70850799,0,0
10/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15sec 16x9,728811293,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15sec 16x9,15,,46880,12,0.03%,3.32,12.99,,,,0,0,0,0,0,0,12,0.03%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,47221,25269,53.90%,36316,31878,28998,26805,57.18%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,12,0,0,0%,0,0,0,0,0,11.37152883,0,0
11/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15sec 16x9,728811293,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15sec 16x9,15,,62377,14,0.02%,3.35,14.94,,,,0,0,0,0,0,0,14,0.02%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,62739,35768,57.34%,51245,42796,37861,33559,53.80%,0,0,2,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,14,0,0,0%,0,0,0,0,0,11.41978286,0,0
12/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15sec 16x9,728811293,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15sec 16x9,15,,35649,10,0.03%,3.93,14.01,,,,0,0,0,0,0,0,10,0.03%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,35685,20733,58.16%,28627,23201,20215,17732,49.74%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,10,0,0,0%,0,0,0,0,0,11.02315669,0,0
7/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 30sec 1x1,728811643,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,2025 CMU Brand Anthem 30sec 1x1,30,,58456,29,0.05%,5.92,11.93,,,,0,0,0,0,1,1,30,0.05%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,53314,26884,45.99%,29463,24010,20240,15604,26.69%,0,0,2,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,29,0,0,0%,0,0,0,0,0,14.80122469,0,0
8/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 30sec 1x1,728811643,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,2025 CMU Brand Anthem 30sec 1x1,30,,60231,32,0.05%,5.9,11.1,,,,0,0,0,0,0,0,32,0.05%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,57527,30155,50.07%,32705,26045,22230,17253,28.65%,0,0,1,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,32,0,0,0%,0,0,0,0,0,15.71490732,0,0
9/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 30sec 1x1,728811643,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,2025 CMU Brand Anthem 30sec 1x1,30,,22674,7,0.03%,4.72,15.29,,,,0,0,0,0,0,0,7,0.03%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,22874,11317,49.91%,12526,9757,8343,6152,27.13%,0,0,2,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,7,0,0,0%,0,0,0,0,0,16.82647339,0,0
10/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 30sec 1x1,728811643,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,2025 CMU Brand Anthem 30sec 1x1,30,,36607,12,0.03%,3.13,9.54,,,,0,0,0,0,0,0,12,0.03%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,36523,23247,63.50%,23681,18686,16525,10991,30.02%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,12,0,0,0%,0,0,0,0,0,19.39458327,0,0
11/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 30sec 1x1,728811643,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,2025 CMU Brand Anthem 30sec 1x1,30,,52275,20,0.04%,3.23,8.45,,,,0,0,0,0,0,0,20,0.04%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,52460,33007,63.14%,33802,24553,20022,14202,27.17%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,20,0,0,0%,0,0,0,0,0,18.5662799,0,0
12/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 30sec 1x1,728811643,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,2025 CMU Brand Anthem 30sec 1x1,30,,26784,3,0.01%,4.31,38.45,,,,0,0,0,0,0,0,3,0.01%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,26856,13340,49.81%,16495,11514,9434,7523,28.09%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,3,0,0,0%,0,0,0,0,0,17.62550095,0,0
7/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 30sec 16x9,728811763,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,2025 CMU Brand Anthem 30sec 16x9,30,,18504,22,0.12%,8.93,7.51,,,,0,0,0,0,19,19,32,0.17%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,16962,10032,54.22%,8966,6864,5635,4179,22.58%,0,0,3,0.02,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,11,1,0,0%,0,0,0,0,0,12.43666964,0,0
8/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 30sec 16x9,728811763,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,2025 CMU Brand Anthem 30sec 16x9,30,,31802,30,0.09%,7.68,8.14,,,,0,0,0,0,15,15,34,0.11%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,29803,16933,53.25%,15507,11840,9782,7551,23.74%,0,0,1,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,18,0,0,0%,0,0,0,0,0,13.57422209,0,0
9/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 30sec 16x9,728811763,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,2025 CMU Brand Anthem 30sec 16x9,30,,15870,11,0.07%,5.94,8.57,,,,0,0,0,0,8,8,15,0.10%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,16011,7036,44.34%,6632,4722,3932,3009,18.96%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,7,0,0,0%,0,0,0,0,0,14.75369581,0,0
10/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 30sec 16x9,728811763,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,2025 CMU Brand Anthem 30sec 16x9,30,,55924,23,0.04%,4.07,9.88,,,,0,0,0,0,0,0,23,0.04%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,56010,28347,50.69%,31759,24074,20062,14791,26.45%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,23,0,0,0%,0,0,0,0,0,17.40354157,0,0
11/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 30sec 16x9,728811763,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,2025 CMU Brand Anthem 30sec 16x9,30,,13652,4,0.03%,4.6,15.71,,,,0,0,0,0,0,0,4,0.03%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,13648,6773,49.61%,8086,5900,4835,3859,28.27%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,4,0,0,0%,0,0,0,0,0,17.3424356,0,0
12/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 30sec 16x9,728811763,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,2025 CMU Brand Anthem 30sec 16x9,30,,8165,5,0.06%,6.48,10.58,,,,0,0,0,0,10,10,12,0.15%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,8190,4409,54.00%,4548,3026,2391,1825,22.35%,0,0,1,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,1,0,0,0%,0,0,0,0,0,15.93777873,0,0
7/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 30sec 9x16,728830703,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,2025 CMU Brand Anthem 30sec 9x16,30,,14640,6,0.04%,5.92,14.45,,,,0,0,0,0,1,1,6,0.04%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,12992,7231,49.39%,6866,5345,4372,3170,21.65%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,5,0,0,0%,0,0,0,0,0,13.91161332,0,0
